customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_NoInternetService,OnlineBackup_NoInternetService,DeviceProtection_NoInternetService,TechSupport_NoInternetService,StreamingTV_NoInternetService,StreamingMovies_NoInternetService,MultipleLines_NoPhoneService,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Cluster,PCA1,PCA2,PreferenceCluster
8992-CEUEN,0,0,0,0,1,1,0,0,0,0,0,0,0,18.85,18.85,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,5.344279573150093,-1.5897779063121857,3
4320-QMLLA,1,0,0,0,7,1,0,0,0,0,1,0,0,54.85,370.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.3657560062612817,-2.038671321977338,0
8777-PVYGU,0,0,1,0,52,1,1,0,1,0,1,0,1,64.3,3410.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,-1.025035926004586,1.297798011143398,0
8292-ITGYJ,0,0,1,1,45,1,0,0,0,0,0,0,1,24.65,1138.8,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,4.920306585248154,2.4889782144348787,3
6870-ZWMNX,1,0,1,0,70,1,0,1,1,1,1,0,0,76.1,5264.25,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-1.9645871761130467,3.434651413856154,2
0621-CXBKL,0,0,0,0,53,1,0,0,0,0,0,0,0,18.7,1005.7,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,5.791439784189604,1.3191109246312334,3
5268-DSMNQ,0,1,1,0,62,1,0,1,1,0,1,0,1,97.95,5936.55,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-2.6779499574306067,1.9468888424226325,2
5334-JLAXU,0,0,1,0,60,1,1,1,0,0,0,1,1,94.1,5475.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,-2.3765953805481046,0.9440558238002312,1
4086-YQSNZ,0,1,1,0,3,1,0,0,0,0,1,0,1,80.4,224.05,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.279567872112722,-3.270481211663,1
6242-MBHPK,0,1,1,0,23,1,1,0,0,0,1,1,1,95.1,2326.05,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-2.193575277169733,-1.442410124353818,1
5868-CZJDR,1,0,0,1,1,0,0,1,0,0,0,0,1,31.35,31.35,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.1678914303271257,-2.656903464127451,0
9359-UGBTK,0,0,0,0,67,1,1,0,1,1,0,1,1,72.35,4991.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,-1.9050768260778461,2.1851211594480033,2
0135-NMXAP,0,0,0,0,12,1,0,1,0,0,1,0,1,89.75,1052.4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,-1.6152442625802954,-1.8887078928237964,1
4782-OSFXZ,0,1,1,0,71,1,1,1,1,1,0,1,1,82.7,5831.2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,-2.838844392742692,3.550195893912309,2
6479-OAUSD,1,0,0,0,25,1,0,0,0,0,0,0,0,19.9,510.8,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,5.457540480873933,0.8397785301984635,3
7129-ACFOG,0,0,0,0,5,1,1,0,0,0,0,0,1,53.8,283.95,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,-0.5473027328519255,-2.2312963186285097,0
4189-NAKJS,1,0,0,0,26,1,0,0,0,0,0,0,1,51.55,1295.4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,-0.15419874797364164,-0.18131661093334597,0
5562-BETPV,1,0,1,1,1,1,0,0,0,0,0,0,0,19.65,19.65,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,5.9850134893111715,0.7455099813769877,3
1282-IHQAC,1,1,0,0,70,0,0,1,1,0,1,0,1,44.05,3011.65,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-1.6355247321463429,1.0566266614015156,0
9127-FHJBZ,1,0,1,1,72,1,1,1,1,1,1,1,1,114.0,8093.15,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-3.799828386772842,3.6153412361867066,2
6270-OMFIW,1,0,1,0,60,1,0,1,0,0,1,1,1,94.4,5610.25,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,-2.5132898552620877,0.29368735629970033,1
1641-RQDAY,0,1,1,1,32,1,0,1,0,0,1,1,1,100.4,3217.65,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.5503172648336414,-0.6692092459247662,1
0107-WESLM,1,0,0,0,1,1,0,0,0,0,0,0,1,19.85,19.85,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,4.939247845520045,-2.3366377899684903,3
6994-ORCWG,0,0,0,0,14,1,0,1,0,0,0,0,1,54.25,773.2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,-0.0769426261722973,-0.5665519559882916,0
1346-UFHAX,0,0,0,0,13,1,1,0,0,0,0,0,1,80.0,1029.35,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,-0.9249333428619444,-1.4148461618993105,1
3992-YWPKO,0,0,0,0,6,1,0,1,1,1,1,1,1,109.9,669.45,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,-2.8049253615901226,-0.9849163903239072,1
2933-XEUJM,0,0,0,0,46,1,1,0,1,0,1,1,0,79.2,3593.8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,-1.394804448265038,1.8131601464387903,2
0125-LZQXK,1,0,0,0,15,1,0,0,1,1,1,1,1,101.35,1553.95,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-2.413546799614093,-2.0926915349925497,1
5461-QKNTN,1,1,1,0,43,1,0,1,0,1,1,0,1,94.3,3953.15,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.5836571590813686,-0.5459379363246788,1
4835-YSJMR,1,0,0,0,39,1,0,0,0,1,0,0,1,49.8,1971.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.2104731923795507,0.7139779520338826,0
8399-YNDCH,1,1,0,0,21,1,0,0,1,0,1,0,1,60.05,1236.15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,-1.1391629559984304,-1.8566101401923631,0
3164-YAXFY,1,0,0,0,57,0,1,0,1,0,1,1,1,53.75,3196.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-2.066347574002319,-0.5872126485344606,0
0887-WBJVH,0,0,1,0,53,1,0,0,0,1,1,1,1,93.45,4872.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,-2.241153670636554,0.7740717336540703,2
4660-IRIBM,1,0,1,1,18,1,1,0,1,0,1,0,1,87.9,1500.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,-1.149373443225428,-0.5455290188179731,1
5673-FSSMF,0,0,0,0,1,1,0,0,0,0,0,1,1,60.15,60.15,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,-0.8329577773019085,-3.0844886474958697,1
7670-ZBPOQ,0,0,1,0,58,1,1,0,0,1,0,0,1,61.05,3478.75,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-1.1830639440229422,1.8944308818809479,0
8089-UZWLX,0,1,0,0,71,1,0,0,1,0,1,1,0,104.05,7413.55,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,-2.544888672666518,2.3163047348557377,2
0080-OROZO,0,0,0,0,35,1,0,0,1,1,1,1,1,99.25,3532.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,-2.4268312065465727,0.23090910402758677,2
3916-NRPAP,1,0,0,0,3,1,0,0,1,0,0,1,0,85.7,256.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,-0.8449033737856888,-1.5518456834553593,1
6807-SIWJI,1,0,0,0,38,1,1,1,0,0,1,1,1,104.85,3887.25,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,-2.718178133520723,0.47674743394185926,2
8221-HVAYI,1,0,1,1,35,1,1,1,1,1,0,0,1,69.15,2490.15,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-1.6046678856771894,2.8629492027861527,2
1579-KLYDT,1,0,0,0,7,1,0,0,1,0,1,0,1,90.45,593.45,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.7452592152742152,-2.795313452299706,1
5232-NXPAY,0,0,0,0,47,1,0,0,1,1,1,1,0,74.45,3510.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-1.1244732482427995,1.6237489726530279,2
8967-SZQAS,0,0,0,0,14,1,0,1,0,0,0,0,0,50.45,765.45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,-0.14662990671773582,-2.160860867307067,0
4468-KAZHE,0,1,1,0,20,1,0,1,0,0,0,1,1,60.0,1259.35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,-1.2104455739448838,-1.7020454994305,0
0455-ENTCR,1,0,1,0,66,1,1,1,0,1,1,1,0,85.25,5538.35,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,-2.557819235402119,2.8447889996579767,2
8944-AILEF,1,0,1,0,15,1,0,0,0,0,0,0,1,19.45,340.85,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,5.137088274744563,-0.2215645900286128,3
5542-NKVRU,0,0,0,0,42,1,0,0,0,0,0,0,1,20.75,844.45,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,5.191498928093763,1.3764240036823432,3
7126-RBHSD,0,0,1,0,17,1,1,0,0,0,0,0,0,78.9,1348.95,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-0.9259865426173232,-1.5334753322782757,1
5370-IIVVL,1,0,0,0,37,1,0,1,0,1,1,1,1,104.5,3778.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-2.5467449734915055,1.3051290796650008,2
6789-HJBWG,0,0,0,0,12,1,0,1,0,0,0,0,1,49.4,611.65,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,-0.3732865133173009,-2.3815876719078175,0
3927-NLNRY,1,0,1,0,53,1,0,1,0,0,1,1,1,94.25,4867.95,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,-2.255743194416595,0.886020065482552,2
9087-EYCPR,0,0,0,0,60,1,0,0,0,0,0,0,0,25.0,1505.05,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2,5.427442697217285,1.7271815742344654,3
6791-YBNAK,1,0,1,1,18,0,0,0,0,0,0,0,0,25.55,467.85,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0.4530095196021021,-1.022155107949956,0
6358-LYNGM,1,0,0,0,1,1,0,0,0,0,0,0,1,74.9,74.9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-0.7852107160480176,-3.556865445771126,1
6077-BDPXA,0,0,0,0,3,1,0,0,0,0,0,0,1,70.15,194.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.37870148152975835,-3.151207663481117,1
0013-MHZWF,0,0,0,1,9,1,0,0,0,1,1,1,1,69.4,571.45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,-1.0309128673698154,-0.6762543507426731,0
5494-HECPR,0,0,0,0,1,1,0,0,0,0,1,0,1,80.25,80.25,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.9979461551828633,-3.555471573224415,1
8268-YDIXR,1,0,1,0,56,1,1,1,1,0,0,0,1,93.15,5253.95,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,-2.405582745259969,1.3109996103441375,2
9824-BEMCV,1,0,1,1,17,1,0,0,0,0,0,0,1,69.0,1149.65,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.5925704310559107,-2.577087389589711,1
1373-ORVIZ,0,0,1,1,11,1,0,0,0,1,0,1,1,66.35,740.8,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,-1.2445658121252223,-1.5918797993580713,0
4291-SHSBH,1,0,0,0,7,1,0,0,0,0,0,0,1,69.55,521.35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.40557624361953953,-3.042728003743092,1
6980-IMXXE,0,0,1,1,69,1,0,0,0,0,0,0,0,20.2,1412.65,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,5.359600940614056,2.8530105413128526,3
9866-QEVEE,1,0,0,0,19,1,0,0,0,0,0,1,1,86.0,1532.45,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,-1.2957163237243707,-2.028193041033688,1
9897-KXHCM,0,0,1,1,3,1,0,0,0,0,0,1,1,80.3,250.05,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.9814875746958927,-2.6971990215626693,1
0040-HALCW,1,0,1,1,54,1,0,0,0,0,0,0,0,20.4,1090.6,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2,5.442623193008164,2.588267982053706,3
0784-GTUUK,1,0,1,0,62,1,0,0,0,0,0,0,1,23.75,1446.8,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,2,4.675302239515384,2.056841140141882,3
7979-CORPM,1,0,0,0,24,1,0,1,0,0,1,0,1,90.55,2282.55,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,-1.7553903518352587,-1.5039302626680564,1
2294-DMMUS,0,0,1,1,62,1,0,0,0,0,1,1,1,70.45,4300.45,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,-1.5181709759151856,0.9186100925774537,0
0872-JCPIB,1,0,0,0,17,1,1,0,0,0,0,1,0,65.75,1111.2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3,-0.7292258721531897,-0.720325336290481,0
3055-MJDSB,1,0,0,0,9,0,0,0,0,0,0,0,1,24.6,190.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.587385727534374,-2.612411391740882,0
9091-WTUUY,1,0,1,1,64,1,1,0,1,1,1,0,0,69.25,4447.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-1.0513436773265357,3.0035098174053623,2
1618-CFHME,0,0,0,0,2,1,0,0,0,0,0,0,1,75.9,143.35,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-0.8117669588350824,-3.529669829761987,1
3165-HDOEW,1,0,1,1,1,1,0,0,0,0,0,0,1,45.85,45.85,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.5265263337267149,-2.3515733499192617,0
6581-NQCBA,0,0,1,0,16,0,0,0,0,1,1,1,1,49.95,810.2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-1.5690049272237858,-2.0562599089802145,0
7115-IRDHS,0,0,1,0,72,1,0,0,0,0,0,0,0,24.65,1830.05,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,4.939058279981275,2.820877235930487,3
8496-DMZUK,1,0,0,0,30,1,1,1,1,0,0,0,0,90.4,2820.65,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,-1.6070794339500607,1.0901741726475436,2
2040-VZIKE,0,0,1,0,49,1,1,0,0,0,1,1,1,100.85,4847.35,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,-2.0359051867148032,0.14359539364991716,1
9068-VPWQQ,1,0,1,0,61,1,1,0,1,1,0,1,0,75.35,4729.3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-1.8280181211377078,3.3018391968779697,2
0178-SZBHO,1,0,1,1,47,1,0,1,0,0,1,0,0,87.2,4017.45,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.674305319011082,-0.1789028004596915,1
0384-RVBPI,1,0,0,0,20,1,1,0,1,0,0,1,0,64.4,1398.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,-0.8643651048683122,-0.4698684236557868,0
1689-MRZQR,1,0,1,1,34,1,0,0,0,0,1,0,0,78.3,2564.3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.9913782555450477,-1.7171881797360755,1
1299-AURJA,0,0,1,1,70,1,0,0,0,0,0,0,0,24.7,1685.9,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,5.051318086028269,3.1317271119599384,3
4525-VZCZG,1,0,0,1,54,1,1,1,0,1,1,1,1,105.85,5826.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,-2.912976997810087,1.5795170309836806,2
1543-LLLFT,1,1,1,0,61,1,0,1,1,1,1,0,1,98.3,6066.55,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,-2.613441693118672,1.9398941311462508,2
5835-BEQEU,1,0,0,0,3,1,0,0,0,0,0,0,1,76.95,228.4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-0.8246755281405233,-3.501419382245211,1
2788-CJQAQ,1,0,0,0,13,1,0,0,0,0,0,0,0,19.45,270.2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,5.888810748106942,0.17287563688035018,3
5565-FILXA,0,1,0,0,16,1,0,0,0,0,1,1,1,96.15,1529.2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.1603180477871455,-2.863168990446019,1
0319-QZTCO,0,0,1,1,3,1,0,1,0,0,1,0,1,58.7,168.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,-0.5754019657245999,-0.7350950709372309,0
2120-SMPEX,1,0,0,0,25,1,0,0,0,0,0,0,1,20.15,536.35,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,5.50600527245161,-0.9108980080053737,3
0096-FCPUF,1,0,0,0,30,1,1,0,0,0,0,1,1,64.5,1888.45,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,-0.7089000434197064,-0.9912050833116584,0
0668-OGMHD,0,0,1,0,21,0,1,0,0,0,0,0,0,28.5,629.35,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.157155318232997,-1.739009967444786,0
5552-ZNFSJ,1,0,0,0,1,1,0,0,0,0,0,0,0,45.3,45.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0.20682258491755393,-3.3735757718622423,0
2223-KAGMX,0,0,0,0,15,1,0,0,0,0,0,0,0,19.4,289.3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2,5.2960705422008445,-1.1003201715928748,3
6507-ZJSUR,1,1,1,0,23,1,0,0,0,0,1,1,1,90.45,2117.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.8396281097650595,-1.8777183079691526,1
9408-HRXRK,0,0,1,1,45,1,1,1,0,0,1,1,1,105.15,4730.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,-2.8431690477527125,0.3596092633139136,1
5593-SUAOO,0,0,1,1,24,1,0,1,1,0,0,0,0,83.15,2033.05,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,-1.1356368909199546,1.2762332866525912,2
7321-PKUYW,0,0,0,0,11,1,0,0,0,1,1,0,0,90.15,987.95,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.485830050714222,-2.4406396361810327,1
2833-SLKDQ,1,0,0,0,1,1,0,0,0,0,0,0,0,45.05,45.05,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.751522142195245,-2.985721345244764,0
6766-HFKLA,0,0,1,0,56,1,0,0,1,1,1,1,0,103.2,5744.35,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,-2.4954761455367125,2.9144941361695977,2
7595-EUIVN,0,0,0,0,1,1,0,1,0,0,0,0,0,75.8,75.8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-0.6473864910029704,-3.291856945368404,1
7617-EYGLW,1,0,0,0,1,1,0,0,0,0,0,0,0,19.45,19.45,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,5.346135816406621,-1.5897671600309544,3
2026-TGDHM,0,0,0,0,7,1,0,0,0,0,0,1,1,79.3,523.15,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.046854398673713,-3.3954738066450956,1
9220-ZNKJI,0,1,1,0,55,1,0,0,1,1,1,0,0,88.8,4805.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,-1.8457384660470149,2.1321182782656547,2
4030-VPZBD,0,0,0,0,2,0,0,0,0,1,0,0,1,30.9,59.05,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.4384420502993807,-3.273203371946663,0
2226-ICFDO,0,0,1,1,72,1,1,0,1,1,1,1,1,85.9,6110.75,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,-2.6438563534479775,4.093485811218538,2
0723-VSOBE,0,1,0,0,45,0,0,0,0,0,0,1,0,34.2,1596.6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.5717572953595706,-0.890101277018414,0
5529-GIBVH,0,0,0,0,47,1,0,0,0,0,0,0,0,20.15,1046.2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2,5.792478759797001,1.2301704230585429,3
4187-CINZD,0,1,0,0,46,1,0,1,0,0,1,1,0,95.25,4424.2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,-2.1060625652232976,0.26029075120696793,2
9992-UJOEL,1,0,0,0,2,1,0,1,0,0,0,0,1,50.3,92.75,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.2435940117215793,-2.2257599162816883,0
4741-WWJQZ,0,0,1,0,2,1,1,0,0,1,0,0,1,80.15,194.55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,-1.1117623308436866,-1.8879748088703783,1
6625-UTXEW,0,0,1,0,12,1,0,1,0,0,0,0,1,51.25,612.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,-0.4463214076568298,-1.943202768301347,0
6818-WOBHJ,0,1,1,0,68,1,0,1,0,0,0,1,1,89.6,6127.6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,-2.486730033326478,-0.04782145126537726,1
6244-BESBM,1,0,1,1,69,1,0,0,0,1,1,1,1,95.2,6671.7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,-2.096306942250445,2.8779653195314334,2
1004-NOZNR,1,1,0,1,56,1,1,0,0,0,1,1,0,94.8,5264.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,-1.8995651170337844,1.5643099349224483,2
1251-STYSZ,0,1,0,0,4,1,1,0,0,0,0,0,1,80.25,303.7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-1.2171945847605259,-2.692747620714335,1
2612-PHGOX,1,0,1,0,64,1,0,1,1,1,1,0,1,76.1,4818.8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,-2.1668547571953223,3.089441303704443,2
2408-TZMJL,1,0,1,0,59,1,1,1,1,0,1,1,1,110.15,6448.05,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,-3.6114684548814058,1.3941983568251461,2
8480-PPONV,1,0,1,1,62,1,1,1,1,1,1,1,0,115.55,7159.05,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,-3.276759545060623,4.3007333344000935,2
8780-IHCRN,1,0,1,1,63,1,0,0,0,0,0,0,0,24.65,1574.5,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,2,5.093781237118677,3.0241891919010775,3
4598-ZADCK,0,0,0,0,53,0,1,1,1,1,1,0,1,53.6,2879.2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-2.2225168387744145,0.9837895236599351,0
1257-SXUXQ,1,0,1,1,5,1,0,0,0,0,0,0,0,19.45,86.05,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,5.909447595397241,-0.3288522994773125,3
9681-KYGYB,1,1,1,0,49,1,1,1,1,0,0,0,1,88.2,4159.45,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,-2.5074968573808567,-0.30999060063159134,1
7182-OVLBJ,0,0,1,1,62,1,1,0,0,0,1,1,1,101.15,6638.35,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,-2.3602544483739223,2.9361175631166176,2
5095-ETBRJ,0,0,1,0,55,1,1,1,0,1,0,0,0,56.8,3112.05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,-0.4836874402843651,2.0377914573966605,0
7005-CYUIL,0,1,1,0,71,1,1,1,1,1,1,0,1,99.4,7168.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,-3.254095324738106,2.4517126820073507,2
4821-WQOYN,0,0,1,1,72,1,0,0,0,0,0,0,1,20.1,1326.25,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2,5.10509503030225,2.743379108546267,3
4730-AWNAU,1,0,1,1,36,0,1,0,1,1,1,1,0,60.7,2234.55,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-1.7586925573359466,2.323242897986779,0
3452-FLHYD,1,0,1,0,25,1,0,0,0,0,0,0,1,20.95,495.15,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,5.1345403320356375,1.0881790465232293,3
2388-LAESQ,0,1,1,0,72,1,1,1,1,1,1,1,1,114.85,8317.95,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,-3.965463368863046,3.8897276953371,2
9531-NSBMR,0,0,0,0,36,1,0,0,0,0,0,0,1,19.25,679.8,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2,5.1481595397228,0.852479344171072,3
6260-ONULR,1,0,0,0,1,1,0,0,0,0,1,1,1,62.8,62.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,-0.31466347825071234,-2.1181748791606876,0
4389-UEFCZ,0,0,1,0,72,1,1,0,1,0,1,1,1,105.5,7544.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,-3.131276759016753,2.4187704329111366,2
